date,from,type,kWh,unit_price,amount
2019/12/16,0,Valle,1.776,0.0540390819,0.095973409454
2019/12/16,1,Valle,1.885,0.04735277775,0.089259986059
2019/12/16,2,Valle,1.618,0.0444337542,0.071893814296
2019/12/16,3,Valle,1.43,0.04296231535,0.061436110951
2019/12/16,4,Valle,1.564,0.0425769102,0.066590287553
2019/12/16,5,Valle,1.385,0.045332237,0.062785148245
2019/12/16,6,Valle,1.583,0.0529143216,0.083763371093
2019/12/16,7,Valle,2.281,0.05880788935,0.134140795607
2019/12/16,8,Valle,3.779,0.05596217355,0.211481053845
2019/12/16,9,Valle,2.491,0.0586234395,0.146030987795
2019/12/16,10,Valle,1.626,0.0561035052,0.091224299455
2019/12/16,11,Valle,1.391,0.05433734705,0.075583249747
2019/12/16,12,Punta,1.414,0.06096542205,0.086205106779
2019/12/16,13,Punta,1.277,0.06066543035,0.077469754557
2019/12/16,14,Punta,1.53,0.0591557038,0.090508226814
2019/12/16,15,Punta,1.867,0.05928362625,0.110682530209
2019/12/16,16,Punta,1.666,0.0588997561,0.098126993663
2019/12/16,17,Punta,1.789,0.0595248838,0.106490017118
2019/12/16,18,Punta,1.999,0.06169528395,0.123328872616
2019/12/16,19,Punta,1.869,0.06466573355,0.120860256005
2019/12/16,20,Punta,2.693,0.06294169245,0.169501977768
2019/12/16,21,Punta,2.41,0.0583226622,0.140557615902
2019/12/16,22,Valle,1.796,0.0492309671,0.088418816912
2019/12/16,23,Valle,1.714,0.04723174185,0.080955205531
2019/12/17,0,Valle,1.861,0.04450634335,0.082826304974
2019/12/17,1,Valle,1.939,0.0436483221,0.084634096552
2019/12/17,2,Valle,2.29,0.0419310867,0.096022188543
2019/12/17,3,Valle,2.081,0.04123688085,0.085813949049
2019/12/17,4,Valle,2.048,0.04147621785,0.084943294157
2019/12/17,5,Valle,2.004,0.04331537625,0.086804014005
2019/12/17,6,Valle,2.397,0.0482515869,0.115659053799
2019/12/17,7,Valle,3.544,0.0577945683,0.204823950055
2019/12/17,8,Valle,4.626,0.06137656755,0.283928001486
2019/12/17,9,Valle,3.187,0.05922611565,0.188753630577
2019/12/17,10,Valle,2.459,0.0594080646,0.146084430851
2019/12/17,11,Valle,0.988,0.058673608,0.057969524704
2019/12/17,12,Punta,0.428,0.06403665255,0.027407687291
2019/12/17,13,Punta,0.295,0.06383427615,0.018831111464
2019/12/17,14,Punta,0.339,0.06252920205,0.021197399495
2019/12/17,15,Punta,0.447,0.0626874467,0.028021288675
2019/12/17,16,Punta,0.487,0.06444403275,0.031384243949
2019/12/17,17,Punta,0.975,0.0686885539,0.066971340053
2019/12/17,18,Punta,1.898,0.076474797,0.145149164706
2019/12/17,19,Punta,2.004,0.07493741685,0.150174583367
2019/12/17,20,Punta,3.78,0.0681769267,0.257708782926
2019/12/17,21,Punta,2.622,0.06510744035,0.170711708598
2019/12/17,22,Valle,2.517,0.05433773165,0.136768070563
2019/12/17,23,Valle,2.164,0.05021254765,0.108659953115
2019/12/18,0,Valle,2.498,0.04878846815,0.121873593439
2019/12/18,1,Valle,1.535,0.04378587885,0.067211324035
2019/12/18,2,Valle,1.538,0.04059600545,0.062436656382
2019/12/18,3,Valle,1.334,0.03716296275,0.049575392309
2019/12/18,4,Valle,1.601,0.03726013275,0.059653472533
2019/12/18,5,Valle,1.379,0.03932100585,0.054223667067
2019/12/18,6,Valle,1.374,0.04411437625,0.060613152968
2019/12/18,7,Valle,3.408,0.0569308312,0.19402027273
2019/12/18,8,Valle,3.04,0.0603437587,0.183445026448
2019/12/18,9,Valle,1.967,0.0595647295,0.117163822927
2019/12/18,10,Valle,1.554,0.05575966875,0.086650525238
2019/12/18,11,Valle,1.387,0.05325879375,0.073869946931
2019/12/18,12,Punta,1.161,0.0568998089,0.066060678133
2019/12/18,13,Punta,1.345,0.05601496065,0.075340122074
2019/12/18,14,Punta,1.222,0.0552731147,0.067543746163
2019/12/18,15,Punta,1.165,0.0555664816,0.064734951064
2019/12/18,16,Punta,1.033,0.0570325459,0.058914619915
2019/12/18,17,Punta,1.134,0.06070180275,0.068835844319
2019/12/18,18,Punta,0.869,0.06443108945,0.055990616732
2019/12/18,19,Punta,1.617,0.06419094045,0.103796750708
2019/12/18,20,Punta,1.603,0.0619372985,0.099285489496
2019/12/18,21,Punta,1.765,0.05646378,0.0996585717
2019/12/18,22,Valle,1.922,0.04666540815,0.089690914464
2019/12/18,23,Valle,1.749,0.0380292186,0.066513103331
2019/12/19,0,Valle,1.388,0.0271907376,0.037740743789
2019/12/19,1,Valle,1.818,0.0180024985,0.032728542273
2019/12/19,2,Valle,1.263,0.01388247465,0.017533565483
2019/12/19,3,Valle,1.108,0.01187052895,0.013152546077
2019/12/19,4,Valle,1.474,0.01354192195,0.019960792954
2019/12/19,5,Valle,1.566,0.02142714735,0.03355491275
2019/12/19,6,Valle,1.27,0.0228886644,0.029068603788
2019/12/19,7,Valle,1.825,0.0394203029,0.071942052793
2019/12/19,8,Valle,3.468,0.0427252427,0.148171141684
2019/12/19,9,Valle,1.788,0.0460849595,0.082399907586
2019/12/19,10,Valle,1.798,0.04416617205,0.079410777346
2019/12/19,11,Valle,1.38,0.0419719212,0.057921251256
2019/12/19,12,Punta,1.556,0.04439981165,0.069086106927
2019/12/19,13,Punta,1.675,0.0432640404,0.07246726767
2019/12/19,14,Punta,1.461,0.04102575515,0.059938628274
2019/12/19,15,Punta,1.465,0.0406693039,0.059580530214
2019/12/19,16,Punta,1.34,0.0417156102,0.055898917668
2019/12/19,17,Punta,1.071,0.04576954435,0.049019181999
2019/12/19,18,Punta,1.393,0.04963406415,0.069140251361
2019/12/19,19,Punta,1.809,0.05181655215,0.093736142839
2019/12/19,20,Punta,3.324,0.0538060285,0.178851238734
2019/12/19,21,Punta,1.749,0.04656174915,0.081436499263
2019/12/19,22,Valle,2.385,0.0360884083,0.086070853796
2019/12/19,23,Valle,1.893,0.0175858866,0.033290083334
2019/12/20,0,Valle,1.832,0.01483652035,0.027180505281
2019/12/20,1,Valle,2.376,0.0103467754,0.02458393835
2019/12/20,2,Valle,1.235,0.00848550285,0.01047959602
2019/12/20,3,Valle,1.783,0.0085680363,0.015276808723
2019/12/20,4,Valle,1.489,0.0081413263,0.012122434861
2019/12/20,5,Valle,1.682,0.0106015234,0.017831762359
2019/12/20,6,Valle,1.708,0.01126434285,0.019239497588
2019/12/20,7,Valle,3.126,0.0207880506,0.064983446176
2019/12/20,8,Valle,3.956,0.02944797295,0.11649618099
2019/12/20,9,Valle,2.307,0.0325922389,0.075190295142
2019/12/20,10,Valle,1.96,0.03385075745,0.066347484602
2019/12/20,11,Valle,1.676,0.0329457326,0.055217047838
2019/12/20,12,Punta,1.346,0.03674427475,0.049457793814
2019/12/20,13,Punta,1.451,0.0362374155,0.052580489891
2019/12/20,14,Punta,1.654,0.0351929267,0.058209100762
2019/12/20,15,Punta,2.475,0.0359247033,0.088913640668
2019/12/20,16,Punta,1.241,0.03675953645,0.045618584734
2019/12/20,17,Punta,1.482,0.0411089553,0.060923471755
2019/12/20,18,Punta,1.344,0.0431360853,0.057974898643
2019/12/20,19,Punta,1.677,0.0466363062,0.078209085497
2019/12/20,20,Punta,1.726,0.0499128474,0.086149574612
2019/12/20,21,Punta,2.238,0.0436065652,0.097591492918
2019/12/20,22,Valle,3.007,0.03418173535,0.102784478197
2019/12/20,23,Valle,2.356,0.0266069198,0.062685903049
2019/12/21,0,Valle,1.374,0.0124927985,0.017165105139
2019/12/21,1,Valle,1.174,0.01116785195,0.013111058189
2019/12/21,2,Valle,1.061,0.0108443114,0.011505814395
2019/12/21,3,Valle,1.154,0.01102978085,0.012728367101
2019/12/21,4,Valle,1.366,0.01108977925,0.015148638456
2019/12/21,5,Valle,1.053,0.0105046474,0.011061393712
2019/12/21,6,Valle,1.151,0.01030351965,0.011859351117
2019/12/21,7,Valle,0.998,0.01095475745,0.010932847935
2019/12/21,8,Valle,0.914,0.00959583915,0.008770596983
2019/12/21,9,Valle,2.047,0.0112955251,0.02312193988
2019/12/21,10,Valle,2.937,0.00896007435,0.026315738366
2019/12/21,11,Valle,1.758,0.0089407962,0.01571791972
2019/12/21,12,Punta,0.368,0.0141789291,0.005217845909
2019/12/21,13,Punta,0.925,0.01417885425,0.013115440181
2019/12/21,14,Punta,0.703,0.01428746385,0.010044087087
2019/12/21,15,Punta,0.916,0.0145047429,0.013286344496
2019/12/21,16,Punta,0.754,0.01466414235,0.011056763332
2019/12/21,17,Punta,0.969,0.0166667215,0.016150053134
2019/12/21,18,Punta,2.55,0.0147619423,0.037642952865
2019/12/21,19,Punta,2.056,0.0153863289,0.031634292218
2019/12/21,20,Punta,1.988,0.0177887058,0.03536394713
2019/12/21,21,Punta,1.806,0.016309143,0.029454312258
2019/12/21,22,Valle,2.274,0.00981164855,0.022311688803
2019/12/21,23,Valle,1.638,0.01013414655,0.016599732049
2019/12/22,0,Valle,1.555,0.00801952495,0.012470361297
2019/12/22,1,Valle,1.436,0.00828940455,0.011903584934
2019/12/22,2,Valle,1.221,0.00807184785,0.009855726225
2019/12/22,3,Valle,1.171,0.0077867363,0.009118268207
2019/12/22,4,Valle,1.17,0.00781727445,0.009146211107
2019/12/22,5,Valle,0.949,0.00801205115,0.007603436541
2019/12/22,6,Valle,1.31,0.00806881925,0.010570153218
2019/12/22,7,Valle,1.172,0.0081820668,0.00958938229
2019/12/22,8,Valle,1.214,0.0078900798,0.009578556877
2019/12/22,9,Valle,2.809,0.0092074146,0.025863627611
2019/12/22,10,Valle,0.827,0.00878758855,0.007267335731
2019/12/22,11,Valle,0.878,0.0086042814,0.007554559069
2019/12/22,12,Punta,2.323,0.01351425575,0.031393616107
2019/12/22,13,Punta,1.398,0.01378170705,0.019266826456
2019/12/22,14,Punta,1.499,0.01383948965,0.020745394985
2019/12/22,15,Punta,1.816,0.0126710367,0.023010602647
2019/12/22,16,Punta,1.129,0.01261927085,0.01424715679
2019/12/22,17,Punta,1.221,0.0143416864,0.017511199094
2019/12/22,18,Punta,1.648,0.0138788932,0.022872415994
2019/12/22,19,Punta,1.526,0.0146762715,0.022395990309
2019/12/22,20,Punta,1.547,0.0169027338,0.026148529189
2019/12/22,21,Punta,4.072,0.0182004701,0.074112314247
2019/12/22,22,Valle,2.661,0.0120219255,0.031990343756
2019/12/22,23,Valle,1.825,0.01013049665,0.018488156386
2019/12/23,0,Valle,1.508,0.0152568819,0.023007377905
2019/12/23,1,Valle,1.165,0.01499161275,0.017465228854
2019/12/23,2,Valle,1.289,0.0112053942,0.014443753124
2019/12/23,3,Valle,1.25,0.00991168235,0.012389602938
2019/12/23,4,Valle,1.473,0.0101932182,0.015014610409
2019/12/23,5,Valle,1.365,0.011789557,0.016092745305
2019/12/23,6,Valle,1.377,0.0183569136,0.025277470027
2019/12/23,7,Valle,1.346,0.03411042635,0.045912633867
2019/12/23,8,Valle,2.494,0.03984860955,0.099382432218
2019/12/23,9,Valle,1.698,0.0460160295,0.078135218091
2019/12/23,10,Valle,2.419,0.0459684252,0.111197620559
2019/12/23,11,Valle,0.885,0.04495507205,0.039785238764
2019/12/23,12,Punta,0.901,0.04775498205,0.043027238827
2019/12/23,13,Punta,1.818,0.04631712435,0.084204532068
2019/12/23,14,Punta,2.266,0.0448186278,0.101559010595
2019/12/23,15,Punta,0.955,0.04444337625,0.042443424319
2019/12/23,16,Punta,2.322,0.0506160121,0.117530380096
2019/12/23,17,Punta,0.808,0.0570144598,0.046067683518
2019/12/23,18,Punta,1.342,0.05888477595,0.079023369325
2019/12/23,19,Punta,1.246,0.05679160355,0.070762338023
2019/12/23,20,Punta,1.848,0.05381366445,0.099447651904
2019/12/23,21,Punta,2.817,0.0483006942,0.136063055561
2019/12/23,22,Valle,1.624,0.0388853571,0.06314981993
2019/12/23,23,Valle,1.34,0.02839335585,0.038047096839
2019/12/24,0,Valle,0.939,0.01884796235,0.017698236647
2019/12/24,1,Valle,0.75,0.0164256101,0.012319207575
2019/12/24,2,Valle,0.673,0.0104537487,0.007035372875
2019/12/24,3,Valle,0.989,0.00946872585,0.009364569866
2019/12/24,4,Valle,0.736,0.00830858985,0.00611512213
2019/12/24,5,Valle,0.794,0.01281355125,0.010173959693
2019/12/24,6,Valle,0.673,0.0188823789,0.012707841
2019/12/24,7,Valle,1.145,0.0268749103,0.030771772294
2019/12/24,8,Valle,2.676,0.03613175655,0.096688580528
2019/12/24,9,Valle,1.474,0.03969487665,0.058510248182
2019/12/24,10,Valle,0.983,0.0386399166,0.037983038018
2019/12/24,11,Valle,0.445,0.033124168,0.01474025476
2019/12/24,12,Punta,0.671,0.04052062755,0.027189341086
2019/12/24,13,Punta,1.948,0.04129810515,0.080448708832
2019/12/24,14,Punta,2.096,0.04121511405,0.086386879049
2019/12/24,15,Punta,0.493,0.0414834467,0.020451339223
2019/12/24,16,Punta,1.368,0.04259618775,0.058271584842
2019/12/24,17,Punta,1.716,0.0491824119,0.08439701882
2019/12/24,18,Punta,1.586,0.052372117,0.083062177562
2019/12/24,19,Punta,2.479,0.05139396585,0.127405641342
2019/12/24,20,Punta,4.401,0.0495209407,0.217941660021
2019/12/24,21,Punta,4.934,0.04444262035,0.219279888807
2019/12/24,22,Valle,2.751,0.03273231065,0.090046586598
2019/12/24,23,Valle,2.503,0.03121299065,0.078126115597
2019/12/25,0,Valle,3.171,0.02547233955,0.080772788713
2019/12/25,1,Valle,1.65,0.0232928937,0.038433274605
2019/12/25,2,Valle,1.987,0.0230826452,0.045865216012
2019/12/25,3,Valle,1.178,0.0193513421,0.022795880994
2019/12/25,4,Valle,1.063,0.0181931861,0.019339356824
2019/12/25,5,Valle,1.1,0.0180086581,0.01980952391
2019/12/25,6,Valle,1.147,0.0194969115,0.022362957491
2019/12/25,7,Valle,1.029,0.02075346015,0.021355310494
2019/12/25,8,Valle,1.132,0.02294037595,0.025968505575
2019/12/25,9,Valle,1.342,0.0235810773,0.031645805737
2019/12/25,10,Valle,1.444,0.0250598798,0.036186466431
2019/12/25,11,Valle,1.218,0.02390848265,0.029120531868
2019/12/25,12,Punta,2.449,0.03273286305,0.080162781609
2019/12/25,13,Punta,2.709,0.02928253905,0.079326398286
2019/12/25,14,Punta,3.574,0.0289717899,0.103545177103
2019/12/25,15,Punta,3.522,0.0276253208,0.097296379858
2019/12/25,16,Punta,0.964,0.0307384877,0.029631902143
2019/12/25,17,Punta,1.83,0.0333499374,0.061030385442
2019/12/25,18,Punta,1.911,0.0371314328,0.070958168081
2019/12/25,19,Punta,2.852,0.0478534711,0.136478099577
2019/12/25,20,Punta,2.141,0.04789225025,0.102537307785
2019/12/25,21,Punta,1.418,0.0483574494,0.068570863249
2019/12/25,22,Valle,0.467,0.04252906485,0.019861073285
2019/12/25,23,Valle,0.571,0.03688857705,0.021063377496
2019/12/26,0,Valle,0.561,0.0249435056,0.013993306642
2019/12/26,1,Valle,1.029,0.0246831585,0.025398970097
2019/12/26,2,Valle,0.736,0.02192291565,0.016135265918
2019/12/26,3,Valle,0.941,0.01900466895,0.017883393482
2019/12/26,4,Valle,1.217,0.01805981295,0.02197879236
2019/12/26,5,Valle,0.913,0.01876022035,0.01712808118
2019/12/26,6,Valle,1.409,0.0267682884,0.037716518356
2019/12/26,7,Valle,1.796,0.0366149069,0.065760372792
2019/12/26,8,Valle,3.623,0.0388435247,0.140730089988
2019/12/26,9,Valle,2.41,0.0438475595,0.105672618395
2019/12/26,10,Valle,2.834,0.04602008705,0.1304209267
2019/12/26,11,Valle,0.563,0.0434033532,0.024436087852
2019/12/26,12,Punta,0.125,0.04904751065,0.006130938831
2019/12/26,13,Punta,0.149,0.0453526164,0.006757539844
2019/12/26,14,Punta,1.081,0.04339956515,0.046914929927
2019/12/26,15,Punta,0.711,0.0425242079,0.030234711817
2019/12/26,16,Punta,1.193,0.0501100182,0.059781251713
2019/12/26,17,Punta,1.2,0.05805785935,0.06966943122
2019/12/26,18,Punta,1.0,0.06155271615,0.06155271615
2019/12/26,19,Punta,1.166,0.05952612015,0.069407456095
2019/12/26,20,Punta,3.533,0.0556671885,0.196672176971
2019/12/26,21,Punta,1.128,0.05008548315,0.056496424993
2019/12/26,22,Valle,3.196,0.0407003863,0.130078434615
2019/12/26,23,Valle,2.663,0.0389627466,0.103757794196
2019/12/27,0,Valle,2.458,0.04000527235,0.098332959436
2019/12/27,1,Valle,2.762,0.0377028834,0.104135363951
2019/12/27,2,Valle,2.306,0.03274606885,0.075512434768
2019/12/27,3,Valle,2.743,0.0317786563,0.087168854231
2019/12/27,4,Valle,2.535,0.0282519883,0.071618790341
2019/12/27,5,Valle,2.419,0.0323723114,0.078308621277
2019/12/27,6,Valle,2.622,0.03721413285,0.097575456333
2019/12/27,7,Valle,2.982,0.0425909346,0.127006166977
2019/12/27,8,Valle,3.274,0.04679420295,0.153204220458
2019/12/27,9,Valle,3.211,0.0489282469,0.157108600796
2019/12/27,10,Valle,2.969,0.04909435945,0.145761153207
2019/12/27,11,Valle,1.808,0.0485221246,0.087728001277
2019/12/27,12,Punta,1.295,0.05476915475,0.070926055401
2019/12/27,13,Punta,0.298,0.0532936755,0.015881515299
2019/12/27,14,Punta,1.495,0.0507166107,0.075821332997
2019/12/27,15,Punta,1.346,0.0481643133,0.064829165702
2019/12/27,16,Punta,1.014,0.05250526645,0.05324034018
2019/12/27,17,Punta,2.112,0.0581971293,0.122912337082
2019/12/27,18,Punta,2.552,0.0637879893,0.162786948694
2019/12/27,19,Punta,2.519,0.0629309142,0.15852297287
2019/12/27,20,Punta,2.398,0.0578901674,0.138820621425
2019/12/27,21,Punta,2.868,0.0552335652,0.158409864994
2019/12/27,22,Valle,2.834,0.04609618335,0.130636583614
2019/12/27,23,Valle,2.568,0.0448350358,0.115136371934
2019/12/28,0,Valle,2.827,0.0426723885,0.12063484229
2019/12/28,1,Valle,2.895,0.04248887395,0.123005290085
2019/12/28,2,Valle,3.258,0.0376538474,0.122676234829
2019/12/28,3,Valle,2.519,0.03494863185,0.08803560363
2019/12/28,4,Valle,2.523,0.03256392925,0.082158793498
2019/12/28,5,Valle,2.498,0.0335742914,0.083868579917
2019/12/28,6,Valle,2.401,0.03366379365,0.080826768554
2019/12/28,7,Valle,2.578,0.03549136045,0.09149672724
2019/12/28,8,Valle,2.452,0.03841418115,0.09419157218
2019/12/28,9,Valle,3.237,0.0465594571,0.150712962633
2019/12/28,10,Valle,2.739,0.04550631735,0.124641803222
2019/12/28,11,Valle,2.103,0.0448020202,0.094218648481
2019/12/28,12,Punta,2.294,0.0498652011,0.114390771323
2019/12/28,13,Punta,0.369,0.04905851425,0.018102591758
2019/12/28,14,Punta,0.505,0.04722639185,0.023849327884
2019/12/28,15,Punta,0.486,0.0430206129,0.020908017869
2019/12/28,16,Punta,1.745,0.04950994035,0.086394845911
2019/12/28,17,Punta,0.424,0.0576215915,0.024431554796
2019/12/28,18,Punta,1.654,0.0625366343,0.103435593132
2019/12/28,19,Punta,2.107,0.0620597349,0.130759861434
2019/12/28,20,Punta,2.199,0.0579507498,0.12743369881
2019/12/28,21,Punta,2.505,0.053304423,0.133527579615
2019/12/28,22,Valle,2.567,0.04624450655,0.118709648314
2019/12/28,23,Valle,2.487,0.04123872555,0.102560710443
2019/12/29,0,Valle,2.205,0.04378566495,0.096547391215
2019/12/29,1,Valle,2.135,0.04138046955,0.088347302489
2019/12/29,2,Valle,2.233,0.03991488985,0.089129949035
2019/12/29,3,Valle,2.096,0.0355974103,0.074612171989
2019/12/29,4,Valle,2.265,0.03364929345,0.076215649664
2019/12/29,5,Valle,2.604,0.03434878015,0.089444223511
2019/12/29,6,Valle,2.557,0.03532915925,0.090336660202
2019/12/29,7,Valle,2.236,0.0377579708,0.084426822709
2019/12/29,8,Valle,2.155,0.0394332878,0.084978735209
2019/12/29,9,Valle,3.205,0.0425199306,0.136276377573
2019/12/29,10,Valle,4.124,0.04464880355,0.18413166584
2019/12/29,11,Valle,1.429,0.0433189614,0.061902795841
2019/12/29,12,Punta,0.597,0.04910152075,0.029313607888
2019/12/29,13,Punta,1.289,0.04752942705,0.061265431467
2019/12/29,14,Punta,0.488,0.04801875365,0.023433151781
2019/12/29,15,Punta,0.781,0.0490746207,0.038327278767
2019/12/29,16,Punta,1.329,0.05212218485,0.069270383666
2019/12/29,17,Punta,0.659,0.0605740064,0.039918270218
2019/12/29,18,Punta,1.885,0.0626035732,0.118007735482
2019/12/29,19,Punta,2.337,0.0624870015,0.146032122506
2019/12/29,20,Punta,3.652,0.0583822218,0.213211874014
2019/12/29,21,Punta,2.552,0.0598588801,0.152759862015
2019/12/29,22,Valle,2.666,0.0507805155,0.135380854323
2019/12/29,23,Valle,2.561,0.04675820565,0.11974776467
2019/12/30,0,Valle,2.122,0.0459244699,0.097451725128
2019/12/30,1,Valle,2.231,0.03758482275,0.083851739555
2019/12/30,2,Valle,2.049,0.0350141022,0.071743895408
2019/12/30,3,Valle,2.295,0.03458462135,0.079371705998
2019/12/30,4,Valle,2.237,0.0340494462,0.076168611149
2019/12/30,5,Valle,2.465,0.034587157,0.085257342005
2019/12/30,6,Valle,2.143,0.0434671856,0.093150178741
2019/12/30,7,Valle,3.218,0.05292080535,0.170299151616
2019/12/30,8,Valle,3.488,0.05464666455,0.19060756595
2019/12/30,9,Valle,3.435,0.0546887795,0.187855957583
2019/12/30,10,Valle,3.151,0.0542366652,0.170899732045
2019/12/30,11,Valle,1.145,0.05260965605,0.060238056177
2019/12/30,12,Punta,0.501,0.05732788305,0.028721269408
2019/12/30,13,Punta,0.272,0.05450596935,0.014825623663
2019/12/30,14,Punta,0.444,0.0511837598,0.022725589351
2019/12/30,15,Punta,0.836,0.05117142625,0.042779312345
2019/12/30,16,Punta,0.432,0.0545007781,0.023544336139
2019/12/30,17,Punta,0.449,0.0627373358,0.028169063774
2019/12/30,18,Punta,1.427,0.06582776295,0.09393621773
2019/12/30,19,Punta,1.78,0.06759293255,0.120315419939
2019/12/30,20,Punta,2.888,0.06754119645,0.195058975348
2019/12/30,21,Punta,3.765,0.0666576702,0.250966128303
2019/12/30,22,Valle,2.621,0.0544089651,0.142605897527
2019/12/30,23,Valle,2.316,0.05252721285,0.121653024961
2019/12/31,0,Valle,1.934,0.05020288035,0.097092370597
2019/12/31,1,Valle,1.697,0.0472830261,0.080239295292
2019/12/31,2,Valle,1.506,0.0445380007,0.067074229054
2019/12/31,3,Valle,1.608,0.04331899485,0.069656943719
2019/12/31,4,Valle,1.476,0.04214588985,0.062207333419
2019/12/31,5,Valle,1.495,0.04449625125,0.066521895619
2019/12/31,6,Valle,1.422,0.0439898569,0.062553576512
2019/12/31,7,Valle,2.538,0.0497605003,0.126292149761
2019/12/31,8,Valle,3.001,0.05037609255,0.151178653743
2019/12/31,9,Valle,2.932,0.05231457465,0.153386332874
2019/12/31,10,Valle,2.644,0.0520020286,0.137493363618
2019/12/31,11,Valle,1.527,0.048724648,0.074402537496
2019/12/31,12,Punta,1.405,0.05402860255,0.075910186583
2019/12/31,13,Punta,0.964,0.05339108115,0.051469002229
2019/12/31,14,Punta,0.751,0.05383271805,0.040428371256
2019/12/31,15,Punta,1.378,0.0561695727,0.077401671181
2019/12/31,16,Punta,1.293,0.05977631775,0.077290778851
2019/12/31,17,Punta,3.079,0.0644616499,0.198477420042
2019/12/31,18,Punta,3.323,0.066004657,0.219333475211
2019/12/31,19,Punta,4.155,0.06371097885,0.264719117122
2019/12/31,20,Punta,3.679,0.0597094627,0.219671113273
2019/12/31,21,Punta,3.605,0.05696041235,0.205342286522
2019/12/31,22,Valle,3.063,0.04969920165,0.152228654654
2019/12/31,23,Valle,2.72,0.04808665065,0.130795689768
2020/01/01,0,Valle,3.366,0.05537568398,0.186394552277
2020/01/01,1,Valle,3.266,0.05247286698,0.171376383557
2020/01/01,2,Valle,2.019,0.05190181974,0.104789774055
2020/01/01,3,Valle,1.702,0.04862917372,0.082766853671
2020/01/01,4,Valle,1.872,0.04724885572,0.088449857908
2020/01/01,5,Valle,1.923,0.04657022972,0.089554551752
2020/01/01,6,Valle,1.909,0.04643547572,0.088645323149
2020/01/01,7,Valle,1.745,0.04612711972,0.080491823911
2020/01/01,8,Valle,1.895,0.04588778412,0.086957350907
2020/01/01,9,Valle,2.8,0.0458316362,0.12832858136
2020/01/01,10,Valle,2.676,0.04329592252,0.115859888664
2020/01/01,11,Valle,2.869,0.04263664864,0.122324544948
2020/01/01,12,Punta,1.638,0.05016063156,0.082163114495
2020/01/01,13,Punta,0.595,0.04912399152,0.029228774954
2020/01/01,14,Punta,0.282,0.05013580142,0.014138296
2020/01/01,15,Punta,0.23,0.0523341752,0.012036860296
2020/01/01,16,Punta,0.865,0.05702983104,0.04933080385
2020/01/01,17,Punta,1.493,0.06257582892,0.093425712578
2020/01/01,18,Punta,2.084,0.06453431496,0.134489512377
2020/01/01,19,Punta,1.716,0.0666137001,0.114309109372
2020/01/01,20,Punta,2.511,0.06402319308,0.160762237824
2020/01/01,21,Punta,2.552,0.06605162304,0.168563741998
2020/01/01,22,Valle,2.584,0.05499716828,0.142112682836
2020/01/01,23,Valle,2.865,0.0496629811,0.142284440852
2020/01/02,0,Valle,2.347,0.05018633626,0.117787331202
2020/01/02,1,Valle,2.413,0.04728862008,0.114107440253
2020/01/02,2,Valle,2.401,0.04610876798,0.11070715192
2020/01/02,3,Valle,2.582,0.04446315796,0.114803873853
2020/01/02,4,Valle,1.884,0.04408452796,0.083055250677
2020/01/02,5,Valle,2.116,0.04396134808,0.093022212537
2020/01/02,6,Valle,1.697,0.04817060438,0.081745515633
2020/01/02,7,Valle,2.2,0.05461425068,0.120151351496
2020/01/02,8,Valle,4.313,0.05612632928,0.242072858185
2020/01/02,9,Valle,2.309,0.05623886936,0.129855549352
2020/01/02,10,Valle,2.089,0.0558875174,0.116749023849
2020/01/02,11,Valle,2.024,0.05531081642,0.111949092434
2020/01/02,12,Punta,1.828,0.06217773458,0.113660898812
2020/01/02,13,Punta,1.822,0.06082374252,0.110820858871
2020/01/02,14,Punta,1.607,0.06008622244,0.096558559461
2020/01/02,15,Punta,1.806,0.06025965632,0.108828939314
2020/01/02,16,Punta,1.693,0.06220827226,0.105318604936
2020/01/02,17,Punta,1.573,0.06426899322,0.101095126335
2020/01/02,18,Punta,1.668,0.06502278024,0.10845799744
2020/01/02,19,Punta,1.884,0.0642504562,0.121047859481
2020/01/02,20,Punta,3.671,0.0616201511,0.226207574688
2020/01/02,21,Punta,2.206,0.05995509698,0.132260943938
2020/01/02,22,Valle,1.727,0.04877038174,0.084226449265
2020/01/02,23,Valle,1.752,0.04311982268,0.075545929335
2020/01/03,0,Valle,1.953,0.0441104163,0.086147643034
2020/01/03,1,Valle,2.205,0.04261636016,0.093969074153
2020/01/03,2,Valle,1.532,0.04130264008,0.063275644603
2020/01/03,3,Valle,1.341,0.04115247404,0.055185467688
2020/01/03,4,Valle,1.333,0.04109257404,0.054776401195
2020/01/03,5,Valle,1.381,0.04158676314,0.057431319896
2020/01/03,6,Valle,1.393,0.04303819242,0.059952202041
2020/01/03,7,Valle,2.709,0.04903962464,0.13284834315
2020/01/03,8,Valle,2.757,0.05401086716,0.14890796076
2020/01/03,9,Valle,2.466,0.05722632426,0.141120115625
2020/01/03,10,Valle,1.476,0.05815716732,0.085839978964
2020/01/03,11,Valle,1.151,0.05687544434,0.065463636435
2020/01/03,12,Punta,1.131,0.0623196265,0.070483497572
2020/01/03,13,Punta,0.898,0.06099045052,0.054769424567
2020/01/03,14,Punta,1.773,0.05741923044,0.10180429557
2020/01/03,15,Punta,1.576,0.0555638164,0.087568574646
2020/01/03,16,Punta,2.558,0.05666623836,0.144952237725
2020/01/03,17,Punta,2.249,0.06150912926,0.138334031706
2020/01/03,18,Punta,2.619,0.06362931122,0.166645166085
